engine_id,flight_cycle,max_cycle,sensor_T24,sensor_T30,sensor_T50,sensor_P30,sensor_Nf,sensor_Nc,vibration_rms,RUL_cycles,sensor_T24_rolling_mean_5,sensor_T24_rolling_std_5,sensor_T30_rolling_mean_5,sensor_T30_rolling_std_5,sensor_T50_rolling_mean_5,sensor_T50_rolling_std_5,sensor_P30_rolling_mean_5,sensor_P30_rolling_std_5,sensor_Nf_rolling_mean_5,sensor_Nf_rolling_std_5,sensor_Nc_rolling_mean_5,sensor_Nc_rolling_std_5,vibration_rms_rolling_mean_5,vibration_rms_rolling_std_5
1,11,242,641.38,1585.79,1398.18,553.31,2387.95,9050.56,0.0232,231,641.708,0.3477355316903184,1584.862,1.2998538379372462,1400.2920000000001,1.1907854550673858,553.192,0.4030756752769307,2387.984,0.034351128076411115,9050.536,0.48900920236829076,0.02592,0.002238749651032917
1,12,242,642.14,1583.38,1399.77,552.97,2388.05,9051.27,0.0268,230,641.808,0.3923263947276141,1584.25,1.0714476188780688,1400.1039999999998,1.1824677585457142,553.028,0.22753021777330967,2387.9919999999997,0.04494441010974396,9050.56,0.5280624963026642,0.026000000000000002,0.0022671568097509293
1,13,242,642.13,1583.8,1398.75,553.05,2388.01,9050.44,0.0272,229,641.8259999999999,0.40740643097522855,1584.3700000000001,0.9513148795218386,1399.722,1.2636732172521312,553.0899999999999,0.16232683080738503,2388.0,0.043588989436525116,9050.652,0.43332435888336185,0.026600000000000002,0.0020591260281974054
1,14,242,642.16,1583.29,1400.84,552.96,2387.95,9049.73,0.021,228,641.982,0.3372239611890113,1584.216,1.0690790429147163,1399.72,1.2614475811544221,553.042,0.15706686474227075,2387.984,0.044497190924081796,9050.572,0.5693592890269659,0.0254,0.003199999999999999
1,15,242,641.88,1585.95,1399.74,552.73,2387.99,9050.35,0.0211,227,641.9379999999999,0.3322950496170433,1584.442,1.3189275946767332,1399.456,1.0272925581354797,553.0039999999999,0.20851858430356107,2387.9900000000002,0.04242640687262538,9050.470000000001,0.5502272257902274,0.02386,0.003001333037168645
1,16,242,641.61,1585.21,1398.92,553.57,2387.99,9049.4,0.0228,226,641.984,0.23839043604978746,1584.326,1.1899285692845931,1399.604,0.8323040309889763,553.056,0.3110948408443639,2387.998,0.03633180425059816,9050.238000000001,0.7208814049484517,0.023780000000000003,0.003028530997034694
1,17,242,641.83,1584.39,1398.17,553.36,2388.0,9050.02,0.0277,225,641.9219999999999,0.22774986278809628,1584.528,1.0687469298201189,1399.284,1.035340523692806,553.134,0.3323100961450994,2387.9880000000003,0.022803508504424863,9049.988000000001,0.4326314829042187,0.02396,0.0032700152904841222
1,18,242,641.61,1584.17,1400.47,552.96,2388.01,9049.98,0.0245,224,641.818,0.22774986278803788,1584.602,1.0173101788540084,1399.6280000000002,1.0974379253518174,553.116,0.3403380672213593,2387.9880000000003,0.022803508504424863,9049.895999999999,0.354302130955556,0.02342,0.002788727308289563
1,19,242,642.6,1586.37,1397.82,553.42,2388.1,9050.91,0.0247,223,641.9060000000001,0.407222298014267,1585.218,0.9548403007835419,1399.024,1.0946826024014547,553.208,0.3496712741989638,2388.018,0.04658325879621906,9050.132000000001,0.5532359352026998,0.02416,0.0024572342175706342
1,20,242,641.76,1585.97,1399.52,553.08,2388.0,9050.9,0.0242,222,641.8820000000001,0.41263785575248807,1585.2220000000002,0.9587074632026309,1398.98,1.062661752393683,553.278,0.2512369399588586,2388.0199999999995,0.045276925691454424,9050.242,0.6530849868121491,0.02478,0.0017935997323817758
1,21,242,641.86,1585.56,1401.82,552.99,2387.98,9050.66,0.0275,221,641.932,0.38570714279104773,1585.292,0.97031953499891,1399.56,1.650530217839326,553.162,0.21382235617427875,2388.018,0.047116875958283434,9050.493999999999,0.4621471627083729,0.02572,0.0017268468374467942
1,22,242,641.66,1584.48,1401.08,553.1,2387.87,9050.4,0.0282,220,641.898,0.40400495046475887,1585.31,0.9500263154253026,1400.142,1.5477144439466992,553.11,0.18303005217706053,2387.9919999999997,0.0822800097234621,9050.57,0.3903844259185699,0.02582,0.0018780308836651215
1,23,242,641.71,1585.95,1401.79,553.08,2387.96,9049.7,0.0255,219,641.918,0.38835550723535905,1585.666,0.7222395724419222,1400.406,1.7205754851216262,553.134,0.16546903033477872,2387.982,0.08258329128881362,9050.514,0.5006795382268802,0.026019999999999998,0.0017512852423291877
1,24,242,642.2,1585.22,1400.56,552.92,2388.0,9050.75,0.0223,218,641.838,0.21545301111846638,1585.4360000000001,0.6175192304704579,1400.954,0.9586866015555625,553.034,0.07668115805061326,2387.9620000000004,0.05403702434530963,9050.482,0.4734131388111121,0.02554,0.002408941676338385
1,25,242,642.1,1585.29,1400.95,552.89,2388.03,9050.85,0.02,217,641.906,0.23723406163542407,1585.3,0.5406015168316091,1401.2400000000002,0.5502272257917743,552.996,0.09343446901440046,2387.968,0.06058052492432001,9050.472,0.4627850472942948,0.0247,0.0034849677186453197
1,26,242,642.53,1583.99,1399.15,552.09,2387.95,9050.09,0.0244,216,642.0400000000001,0.3614553914386759,1584.986,0.7623188309364496,1400.706,0.9768469685686468,552.816,0.4164492766233359,2387.962,0.06058052492429468,9050.358,0.4749421017335621,0.02408,0.0031188138771013492
1,27,242,641.88,1583.86,1400.93,553.24,2388.01,9048.78,0.0325,215,642.0840000000001,0.31389488686516964,1584.862,0.9027015010512904,1400.676,0.9647175752528481,552.8439999999999,0.4441058432401863,2387.9900000000002,0.033911649917451915,9050.034,0.8464218806236393,0.02494,0.004720487262984615
1,28,242,642.13,1585.86,1398.81,552.94,2388.01,9050.01,0.0283,214,642.168,0.23509572518474403,1584.8439999999998,0.8760878951339066,1400.08,1.0231813133560541,552.816,0.42968593181543013,2388.0,0.03000000000223698,9050.096000000001,0.8269703743173576,0.025500000000000002,0.004963365793491347
1,29,242,642.6,1583.61,1400.93,553.06,2387.99,9049.01,0.0302,213,642.248,0.3060555505135999,1584.5220000000002,0.9915997176279989,1400.154,1.0784618676620616,552.8439999999999,0.44252683534456,2387.998,0.03033150177840314,9049.748,0.8487755887146846,0.027080000000000003,0.004947423571921048
1,30,242,642.24,1583.1,1399.96,553.03,2388.02,9050.03,0.0268,212,642.2760000000001,0.2953472532464086,1584.0839999999998,1.0495379935951534,1399.956,0.9823848533038892,552.8720000000001,0.45052191955558557,2387.996,0.027928480089806293,9049.583999999999,0.6348858165037478,0.02844,0.0031069277429641084
1,31,242,642.94,1587.12,1399.34,552.75,2387.99,9048.91,0.0218,211,642.358,0.41583650633419383,1584.7099999999998,1.7069856472741176,1399.9940000000001,0.9464301347701315,553.004,0.17896927110530944,2388.004,0.013416407869873762,9049.348000000002,0.6188860961419632,0.02792,0.004031997023808431
1,32,242,641.45,1583.9,1401.46,552.67,2387.94,9050.76,0.0246,210,642.272,0.5591690263240569,1584.718,1.7020928294308049,1400.1,1.0954222929998716,552.89,0.17248188310670226,2387.9900000000002,0.030822070016780972,9049.744,0.7776760250889043,0.026340000000000002,0.0032631273343220945
1,33,242,642.27,1584.43,1398.6,553.06,2387.91,9049.79,0.0238,209,642.3000000000001,0.5537598757586173,1584.432,1.5778371272091876,1400.058,1.1594050198274712,552.914,0.18875910574066318,2387.97,0.044158804332886326,9049.7,0.7649836599550276,0.02544,0.0032074912314767143
1,34,242,642.19,1584.65,1400.12,552.45,2388.09,9049.32,0.0297,208,642.2180000000001,0.5279867422579685,1584.6399999999999,1.5094535435049605,1399.896,1.0593771755144616,552.792,0.25596874809257925,2387.9900000000002,0.07035623639829333,9049.761999999999,0.705315532225255,0.02534,0.003024566084581391
1,35,242,642.18,1585.51,1400.57,552.34,2388.04,9049.81,0.0298,207,642.206,0.5280435588094818,1585.122,1.2587176013703394,1400.018,1.1028236486406375,552.654,0.28041041350164375,2387.9939999999997,0.07300684899470652,9049.718,0.6911367447894373,0.02594,0.0036246379129507554
1,36,242,642.07,1584.91,1399.11,552.67,2388.01,9049.27,0.0202,206,642.032,0.3330465432941333,1584.68,0.5944745579078637,1399.972,1.142265293178879,552.6379999999999,0.2758079041655108,2387.998,0.07328028384318332,9049.789999999999,0.5984563476129118,0.025619999999999997,0.004118494870702162
1,37,242,641.79,1586.39,1401.89,552.69,2387.91,9049.95,0.0268,205,642.1,0.18734993995245025,1585.1779999999999,0.7888726132905113,1400.0579999999998,1.2890577954464066,552.642,0.27653209578667515,2387.9919999999997,0.08012490249689701,9049.628,0.3106766808079315,0.02606,0.004099756090305863
1,38,242,642.38,1587.97,1400.51,553.39,2387.96,9050.26,0.0246,204,642.122,0.21649480363323356,1585.886,1.3433837873070893,1400.44,0.9994498486674112,552.7080000000001,0.4089254210734823,2388.0019999999995,0.0697853852904581,9049.722,0.42281201496446535,0.02622,0.004003998001997505
1,39,242,641.88,1585.12,1400.07,552.7,2387.96,9050.98,0.0328,203,642.06,0.23569047498823711,1585.98,1.2483589227460063,1400.4299999999998,1.0036931802106164,552.758,0.3840182287341198,2387.9759999999997,0.050299105361128346,9050.054,0.6294680293702852,0.026839999999999996,0.004831976821136461
1,40,242,641.96,1585.07,1400.82,553.83,2387.99,9050.91,0.0312,202,642.016,0.22810085488699763,1585.8919999999998,1.3040398766907455,1400.48,1.0185283501215472,553.0559999999999,0.5292258497087312,2387.966,0.037815340804118955,9050.274,0.7099507025140851,0.02712,0.005080551151203973
1,41,242,642.31,1586.59,1400.91,553.18,2387.93,9050.38,0.0281,201,642.064,0.2646318197046134,1586.2279999999998,1.2000499989582118,1400.84,0.6726068688330676,553.158,0.48339424903472644,2387.95,0.03082207001686213,9050.496000000001,0.43957934437559676,0.028699999999999996,0.0033105890714493678
1,42,242,642.37,1586.87,1400.78,552.52,2388.01,9049.64,0.0246,200,642.18,0.2405202694164949,1586.324,1.2349412941510836,1400.618,0.3406904753604213,553.124,0.528422179700938,2387.9700000000003,0.03082207001686213,9050.434,0.5450504563815541,0.02826,0.0037440619652991847
1,43,242,642.02,1585.4,1399.01,553.19,2387.92,9051.37,0.0234,199,642.108,0.21856349191978885,1585.81,0.8549561392256534,1400.318,0.8044066135986861,553.0840000000001,0.5105193434140579,2387.962,0.0383405790270614,9050.655999999999,0.6685282342604948,0.02802,0.0040622653778403005
1,44,242,642.71,1585.53,1398.88,552.53,2388.05,9050.6,0.0266,198,642.274,0.30154601638919,1585.892,0.7893795031539442,1400.0800000000002,1.038195549981461,553.05,0.546854642478185,2387.98,0.05477225575158557,9050.58,0.6436225602036086,0.026779999999999998,0.00306137224133231
1,45,242,641.32,1587.26,1402.13,553.35,2387.95,9050.56,0.0285,197,642.146,0.5228097168188033,1586.33,0.825984261350833,1400.342,1.3804962875724696,552.9540000000001,0.3974040764762945,2387.972,0.055856960176271606,9050.51,0.6172519744826479,0.026239999999999996,0.0022052210773525686
1,46,242,641.61,1585.84,1401.43,553.06,2387.92,9049.71,0.0294,196,642.0060000000001,0.5602945653851696,1586.1799999999998,0.8350149699253311,1400.4460000000001,1.451733446608347,552.93,0.38373167708698563,2387.9700000000003,0.05787918451509175,9050.376,0.7171680416767207,0.026500000000000003,0.002531797780234436
1,47,242,642.48,1582.95,1398.28,552.8,2387.95,9050.12,0.0259,195,642.028,0.5799741373545502,1585.3960000000002,1.5550337616913872,1399.9460000000001,1.7146515681040153,552.986,0.32485381327601315,2387.9579999999996,0.053572380945310874,9050.472,0.6194917271460457,0.02676,0.0023479778533878923
1,48,242,642.64,1585.81,1400.75,552.41,2387.81,9051.13,0.0337,194,642.1519999999999,0.6409134106883432,1585.4779999999998,1.566068325457095,1400.294,1.6526433372029687,552.8299999999999,0.38425252113689745,2387.936,0.08590692638074489,9050.424,0.5362182391541562,0.028820000000000002,0.003070342000494406
1,49,242,642.12,1586.01,1400.83,553.31,2388.02,9050.7,0.0275,193,642.034,0.5619430576136105,1585.574,1.5846545364841882,1400.684,1.4536436977475231,552.986,0.3902947604054545,2387.93,0.07648529270506149,9050.444,0.546195935541211,0.029000000000000005,0.0029308701779505665
1,50,242,642.29,1584.02,1400.22,553.06,2387.96,9050.4,0.024,192,642.2280000000001,0.39707681876453016,1584.926,1.370886574447515,1400.3020000000001,1.20903680671904,552.928,0.3411304735727589,2387.932,0.07726577508947878,9050.412,0.5423744094272851,0.028099999999999997,0.0037101212918178284
1,51,242,642.45,1584.03,1400.85,552.73,2387.89,9051.14,0.0271,191,642.396,0.19806564568391558,1584.5639999999999,1.3066675170068378,1400.186,1.0963256815387474,552.862,0.3411304735728015,2387.926,0.07956129712487695,9050.698,0.44857552318676475,0.027639999999999998,0.003650753346913483
1,52,242,643.03,1587.59,1399.82,552.54,2387.91,9049.3,0.0264,190,642.506,0.3504711115059,1585.4919999999997,1.5062602696745127,1400.494,0.456760331028358,552.81,0.37141620858550756,2387.918,0.07854934754796924,9050.534,0.7567562355230316,0.027739999999999997,0.003597638114096524
1,53,242,642.88,1583.55,1401.4,553.0,2388.0,9050.94,0.0245,189,642.554,0.3878530649616994,1585.04,1.7120163550622076,1400.624,0.6134574149857682,552.928,0.2992824752637196,2387.9559999999997,0.05594640292420409,9050.496,0.7233809508158129,0.0259,0.0015668439615992436
1,54,242,642.62,1585.23,1398.45,552.78,2387.93,9051.39,0.0271,188,642.6539999999999,0.3031996042217019,1584.884,1.635353172865318,1400.148,1.1243086764770838,552.822,0.2109976303185139,2387.938,0.04324349662297276,9050.634,0.8299879517211551,0.02582,0.0014720733677368167
1,55,242,642.34,1586.39,1400.45,552.72,2388.01,9049.71,0.026,187,642.664,0.28866936103470536,1585.3579999999997,1.665508931227982,1400.194,1.1326649990185018,552.754,0.16486357996857867,2387.948,0.05403702434598919,9050.496,0.9299623648318074,0.02622,0.0010709808588392268
1,56,242,641.95,1587.68,1400.09,552.7,2387.94,9050.26,0.026,186,642.5640000000001,0.43223836016732775,1586.088,1.736323702539208,1400.042,1.0719934701302387,552.748,0.16649324310631253,2387.958,0.04438468204398742,9050.32,0.8581083847654994,0.026000000000000002,0.0009513148795220279
1,57,242,642.54,1584.75,1399.53,552.56,2387.93,9049.56,0.0274,185,642.466,0.34739027044536863,1585.52,1.5795885540228967,1399.984,1.0946140872480852,552.7520000000001,0.1603745615740194,2387.962,0.03962322551401272,9050.372,0.7856653231525219,0.0262,0.00114236596587959
1,58,242,641.7,1588.11,1399.43,552.53,2387.95,9051.7,0.0233,184,642.23,0.3935733730830459,1586.432,1.470448911046905,1399.59,0.7613146524286067,552.658,0.1077961038262101,2387.952,0.03346640106372752,9050.524,0.973976385752868,0.02596,0.001616477652180818
1,59,242,642.44,1587.32,1400.53,552.36,2387.96,9051.61,0.0267,183,642.194,0.35535897343384704,1586.85,1.334072711661015,1400.006,0.5091954438149712,552.574,0.14587666023102006,2387.9579999999996,0.03114482300703886,9050.568,1.0264355800556169,0.025879999999999997,0.0015546703830716054
1,60,242,642.97,1586.43,1401.95,552.76,2387.94,9051.71,0.0294,182,642.32,0.5016472864474116,1586.8580000000002,1.3307403954184986,1400.306,1.0209211526859348,552.582,0.1565886330489776,2387.944,0.01140175425824993,9050.968,0.9977825414385626,0.02656,0.0022210357943986416
1,61,242,642.48,1587.13,1401.7,552.93,2387.89,9050.13,0.0269,181,642.426,0.45801746691598333,1586.748,1.2670122335631515,1400.6280000000002,1.177633219640668,552.6279999999999,0.22061278294812917,2387.9339999999997,0.027018512175680468,9050.942,1.0222377414282775,0.026740000000000003,0.002200681712560906
1,62,242,642.11,1585.15,1400.3,552.78,2387.98,9050.6,0.0277,180,642.3399999999999,0.47143398265299635,1586.828,1.112528651315759,1400.7820000000002,1.04051429591384,552.6719999999999,0.22554378732321,2387.9440000000004,0.03361547263044577,9051.15,0.7366478127284265,0.0268,0.002227105745132009
1,63,242,642.95,1586.13,1401.78,552.49,2387.98,9051.56,0.0213,179,642.59,0.3670830968599638,1586.4320000000002,0.8675367427371458,1401.252,0.7736730575642154,552.664,0.23244354153235036,2387.95,0.037416573869849,9051.122,0.712790291739169,0.0264,0.0030430248109405886
1,64,242,642.19,1587.0,1402.06,552.71,2387.96,9051.77,0.0331,178,642.5400000000001,0.4074309757495876,1586.368,0.7943676730576924,1401.5579999999998,0.717230785731172,552.734,0.1591540134588742,2387.95,0.03741657386984901,9051.153999999999,0.743121793515288,0.02768,0.004290920647133898
1,65,242,642.12,1586.47,1401.32,553.16,2388.0,9050.59,0.0301,177,642.37,0.3574213200134314,1586.376,0.7953489800075711,1401.432,0.6857988043155347,552.814,0.25005999280178076,2387.962,0.042661458017058486,9050.93,0.701248885917007,0.02782,0.004371727347399422
1,66,242,641.73,1587.54,1401.61,552.99,2387.95,9050.78,0.0281,176,642.22,0.44609416046397776,1586.458,0.9059635754261727,1401.414,0.6781445273690637,552.826,0.2583215051055975,2387.974,0.01949358869280056,9051.060000000001,0.5623610939583804,0.028059999999999995,0.004341428336388842
1,67,242,642.04,1585.7,1399.43,552.89,2387.84,9052.13,0.0245,175,642.2059999999999,0.45147535923908116,1586.568,0.7221980337822274,1401.24,1.0468285437456484,552.8480000000001,0.25810850431554105,2387.946,0.06228964601068523,9051.365999999998,0.657670130077416,0.02742,0.004633788946423864
1,68,242,643.12,1585.38,1401.61,552.38,2388.03,9050.77,0.0331,174,642.24,0.5223504570688726,1586.4180000000001,0.8934875488773886,1401.206,1.0274872261982884,552.826,0.2978758130496963,2387.9559999999997,0.07231873892795883,9051.208,0.6933397435578562,0.02978,0.003634831495406627
1,69,242,642.57,1586.94,1401.69,552.43,2387.89,9049.85,0.0302,173,642.316,0.540583018601315,1586.4060000000002,0.8840701329639924,1401.132,0.9618315860901543,552.77,0.34734708865924946,2387.942,0.07791020472411726,9050.824,0.8236989741396751,0.029199999999999997,0.003174901573277506
1,70,242,642.36,1583.99,1401.64,552.21,2387.89,9050.75,0.0275,172,642.364,0.5293675471731644,1585.91,1.3900719405839428,1401.196,0.9877651542753815,552.58,0.34044089061119714,2387.92,0.0728010988940726,9050.856,0.8154017414738619,0.02868,0.003203435655667207
1,71,242,642.62,1588.98,1400.87,552.24,2387.96,9050.27,0.0305,171,642.542,0.395626086096729,1586.1979999999999,1.8763315272091345,1401.048,0.965411829221512,552.43,0.2732215218466529,2387.922,0.07395944834965977,9050.754,0.8580675964043885,0.02916,0.0032738356708912533
1,72,242,642.72,1586.62,1401.3,552.61,2388.02,9050.66,0.0309,170,642.6780000000001,0.2798571063958672,1586.382,1.8603279280812397,1401.422,0.34433994830785797,552.374,0.16102794788554295,2387.9579999999996,0.06760177512572456,9050.460000000001,0.3963584236543915,0.030440000000000002,0.001999499937484365
1,73,242,642.96,1587.28,1400.97,552.81,2387.9,9050.7,0.0284,169,642.6460000000001,0.2192715211792386,1586.762,1.7974760081846157,1401.294,0.37460646016956217,552.4599999999999,0.2533771891867249,2387.932,0.05718391382344414,9050.446,0.3837056163282664,0.0295,0.0014713938969562119
1,74,242,642.86,1588.2,1401.53,552.54,2387.9,9050.39,0.0273,168,642.7040000000001,0.2321206582798397,1587.014,1.9132642263940995,1401.2620000000002,0.33729808775143194,552.482,0.25489213404919026,2387.934,0.05549774770349702,9050.554,0.21125813594046836,0.02892,0.0016828547174370077
1,75,242,641.78,1586.35,1401.1,553.16,2388.02,9051.3,0.0373,167,642.588,0.47002127611446853,1587.4859999999999,1.0982622637601407,1401.154,0.2646318197059075,552.6719999999999,0.34098387058638796,2387.96,0.06000000000124669,9050.664,0.3987856567125264,0.03088,0.003883555072353161
1,76,242,643.22,1584.47,1402.37,552.7,2387.92,9049.95,0.033,166,642.708,0.5500181815179335,1586.584,1.380300691878073,1401.4540000000002,0.5541028785347111,552.764,0.24337214302388926,2387.952,0.06260990337119872,9050.6,0.49249365478149426,0.031380000000000005,0.003982084881064185
1,77,242,641.85,1586.91,1400.89,552.1,2388.0,9050.94,0.032,165,642.534,0.6698358007752877,1586.642,1.388261502743314,1401.3719999999998,0.6100983527272663,552.662,0.38796907093229355,2387.9480000000003,0.05761944116487704,9050.655999999999,0.5163622759260587,0.0316,0.003979321550214302
1,78,242,643.07,1586.98,1401.9,552.71,2387.96,9051.19,0.037,164,642.5559999999999,0.6888613793792399,1586.582,1.3599889705431838,1401.558,0.5985565971570836,552.642,0.3809461904259981,2387.96,0.05099019513734466,9050.754,0.5704647228343955,0.03332,0.0041069453368653384
1,79,242,643.22,1586.94,1400.71,552.64,2387.94,9052.22,0.0348,163,642.628,0.7450973090813511,1586.33,1.0713309479329833,1401.394,0.7100915433946189,552.662,0.37685540993870537,2387.968,0.04147288270830978,9051.12,0.8137259981063709,0.03482,0.0023541452801388325
1,80,242,643.05,1587.12,1400.79,552.37,2387.95,9049.84,0.0357,162,642.882,0.5824688832892538,1586.484,1.1287293741189646,1401.332,0.7543341434673849,552.5040000000001,0.2648206940556731,2387.9539999999997,0.02966479395088796,9050.828,0.9782995451280729,0.034499999999999996,0.002017424100183188
1,81,242,643.59,1584.83,1400.36,552.48,2387.9,9051.26,0.032,161,642.9559999999999,0.6551183099259307,1586.556,0.9682096880320729,1400.93,0.5777975423984182,552.46,0.2413503677232285,2387.95,0.03605551275672287,9051.09,0.8515867542387735,0.0343,0.0022405356502407975
1,82,242,642.38,1588.77,1402.08,552.23,2388.0,9050.75,0.0287,160,643.062,0.4384860317047572,1586.928,1.3994891925267627,1401.1680000000001,0.7702402222690189,552.4860000000001,0.19552493447160718,2387.95,0.03605551275672287,9051.052,0.8641006885747871,0.033639999999999996,0.0033155693327089368
1,83,242,642.88,1587.7,1402.19,552.59,2387.95,9051.47,0.0309,159,643.024,0.44579143105290564,1587.072,1.4425567579819003,1401.2259999999999,0.8463037279847431,552.462,0.16634301909045857,2387.948,0.03563705936452789,9051.108,0.8841210324354561,0.03242,0.002861293413825301
1,84,242,642.56,1588.23,1401.97,552.61,2387.84,9050.82,0.0385,158,642.892,0.4702871463268321,1587.33,1.5259914809720738,1401.4779999999998,0.8418253975737452,552.456,0.15868207208166718,2387.928,0.06058052492474696,9050.828,0.6287050182700888,0.03316,0.003915098977037492
1,85,242,643.07,1587.76,1402.44,553.01,2388.02,9050.1,0.0294,157,642.896,0.4720487262987186,1587.458,1.530806976728077,1401.808,0.8279915458500996,552.5840000000001,0.2820992733065407,2387.942,0.07362064927819,9050.880000000001,0.529480877839031,0.0319,0.0039070449191172685
1,86,242,642.23,1586.57,1401.9,552.41,2387.84,9049.93,0.0309,156,642.624,0.3476060989112056,1587.806,0.8139594584495062,1402.116,0.21196697855625327,552.57,0.29017236257109014,2387.9300000000003,0.08602325267125796,9050.614,0.6176001943005477,0.03168,0.003930903204099545
1,87,242,643.26,1588.84,1403.43,552.31,2387.96,9051.97,0.0319,155,642.8,0.41030476477886757,1587.82,0.8350149699252958,1402.386,0.6205884304412722,552.586,0.2681044572551722,2387.922,0.07949842765833448,9050.858,0.8729662078209214,0.03232,0.003568192819901981
1,88,242,643.07,1588.38,1401.13,552.79,2387.91,9051.36,0.0308,154,642.838,0.42798364454759397,1587.956,0.8654074185026375,1402.174,0.8448254257526092,552.626,0.28333725487495737,2387.9139999999998,0.07797435475951472,9050.836,0.8548859573052424,0.032299999999999995,0.0035784074670165847
1,89,242,642.63,1585.02,1402.04,553.03,2387.86,9053.41,0.0381,153,642.8520000000001,0.4176362053273526,1587.3139999999999,1.5394739361220728,1402.188,0.8411718017135629,552.7099999999999,0.3349626844889719,2387.918,0.07362064927828535,9051.354,1.432386121124995,0.03222,0.0034054368295418514
1,90,242,642.78,1587.76,1401.92,552.77,2387.94,9052.19,0.0352,152,642.7940000000001,0.3995372323078772,1587.3139999999999,1.5394739361220728,1402.084,0.8343440537322178,552.662,0.2961756235750349,2387.902,0.051185935570079194,9051.772,1.2707950267396848,0.03338,0.003185435606004303
1,91,242,642.94,1588.18,1401.73,551.81,2387.95,9050.34,0.0335,151,642.9359999999999,0.2454180107494207,1587.636,1.513102772451142,1402.05,0.8470832308565709,552.5419999999999,0.48509792825787823,2387.924,0.04037325847839302,9051.854000000001,1.1273553122176716,0.0339,0.002876629972728501
1,92,242,642.84,1588.63,1403.55,552.59,2387.94,9050.99,0.034,150,642.8520000000001,0.16574076143254776,1587.594,1.4737299616956516,1402.074,0.8962309970081975,552.598,0.46746122833885917,2387.92,0.03674234614401016,9051.658,1.1858203911169436,0.03432,0.0026565014586858314
