engine_id,flight_cycle,max_cycle,sensor_T24,sensor_T30,sensor_T50,sensor_P30,sensor_Nf,sensor_Nc,vibration_rms,RUL_cycles
1,25,242,642.1,1585.29,1400.95,552.89,2388.03,9050.85,0.02,217
1,26,242,642.53,1583.99,1399.15,552.09,2387.95,9050.09,0.0244,216
1,27,242,641.88,1583.86,1400.93,553.24,2388.01,9048.78,0.0325,215
1,28,242,642.13,1585.86,1398.81,552.94,2388.01,9050.01,0.0283,214
1,29,242,642.6,1583.61,1400.93,553.06,2387.99,9049.01,0.0302,213
1,30,242,642.24,1583.1,1399.96,553.03,2388.02,9050.03,0.0268,212
1,31,242,642.94,1587.12,1399.34,552.75,2387.99,9048.91,0.0218,211
1,32,242,641.45,1583.9,1401.46,552.67,2387.94,9050.76,0.0246,210
1,33,242,642.27,1584.43,1398.6,553.06,2387.91,9049.79,0.0238,209
1,34,242,642.19,1584.65,1400.12,552.45,2388.09,9049.32,0.0297,208
1,35,242,642.18,1585.51,1400.57,552.34,2388.04,9049.81,0.0298,207
1,36,242,642.07,1584.91,1399.11,552.67,2388.01,9049.27,0.0202,206
1,37,242,641.79,1586.39,1401.89,552.69,2387.91,9049.95,0.0268,205
1,38,242,642.38,1587.97,1400.51,553.39,2387.96,9050.26,0.0246,204
1,39,242,641.88,1585.12,1400.07,552.7,2387.96,9050.98,0.0328,203
1,40,242,641.96,1585.07,1400.82,553.83,2387.99,9050.91,0.0312,202
1,41,242,642.31,1586.59,1400.91,553.18,2387.93,9050.38,0.0281,201
1,42,242,642.37,1586.87,1400.78,552.52,2388.01,9049.64,0.0246,200
1,43,242,642.02,1585.4,1399.01,553.19,2387.92,9051.37,0.0234,199
1,44,242,642.71,1585.53,1398.88,552.53,2388.05,9050.6,0.0266,198
1,45,242,641.32,1587.26,1402.13,553.35,2387.95,9050.56,0.0285,197
1,46,242,641.61,1585.84,1401.43,553.06,2387.92,9049.71,0.0294,196
1,47,242,642.48,1582.95,1398.28,552.8,2387.95,9050.12,0.0259,195
1,48,242,642.64,1585.81,1400.75,552.41,2387.81,9051.13,0.0337,194
1,49,242,642.12,1586.01,1400.83,553.31,2388.02,9050.7,0.0275,193
1,50,242,642.29,1584.02,1400.22,553.06,2387.96,9050.4,0.024,192
1,51,242,642.45,1584.03,1400.85,552.73,2387.89,9051.14,0.0271,191
1,52,242,643.03,1587.59,1399.82,552.54,2387.91,9049.3,0.0264,190
1,53,242,642.88,1583.55,1401.4,553.0,2388.0,9050.94,0.0245,189
1,54,242,642.62,1585.23,1398.45,552.78,2387.93,9051.39,0.0271,188
1,55,242,642.34,1586.39,1400.45,552.72,2388.01,9049.71,0.026,187
1,56,242,641.95,1587.68,1400.09,552.7,2387.94,9050.26,0.026,186
1,57,242,642.54,1584.75,1399.53,552.56,2387.93,9049.56,0.0274,185
1,58,242,641.7,1588.11,1399.43,552.53,2387.95,9051.7,0.0233,184
1,59,242,642.44,1587.32,1400.53,552.36,2387.96,9051.61,0.0267,183
1,60,242,642.97,1586.43,1401.95,552.76,2387.94,9051.71,0.0294,182
1,61,242,642.48,1587.13,1401.7,552.93,2387.89,9050.13,0.0269,181
1,62,242,642.11,1585.15,1400.3,552.78,2387.98,9050.6,0.0277,180
1,63,242,642.95,1586.13,1401.78,552.49,2387.98,9051.56,0.0213,179
1,64,242,642.19,1587.0,1402.06,552.71,2387.96,9051.77,0.0331,178
1,65,242,642.12,1586.47,1401.32,553.16,2388.0,9050.59,0.0301,177
1,66,242,641.73,1587.54,1401.61,552.99,2387.95,9050.78,0.0281,176
1,67,242,642.04,1585.7,1399.43,552.89,2387.84,9052.13,0.0245,175
1,68,242,643.12,1585.38,1401.61,552.38,2388.03,9050.77,0.0331,174
1,69,242,642.57,1586.94,1401.69,552.43,2387.89,9049.85,0.0302,173
1,70,242,642.36,1583.99,1401.64,552.21,2387.89,9050.75,0.0275,172
1,71,242,642.62,1588.98,1400.87,552.24,2387.96,9050.27,0.0305,171
1,72,242,642.72,1586.62,1401.3,552.61,2388.02,9050.66,0.0309,170
1,73,242,642.96,1587.28,1400.97,552.81,2387.9,9050.7,0.0284,169
1,74,242,642.86,1588.2,1401.53,552.54,2387.9,9050.39,0.0273,168
1,75,242,641.78,1586.35,1401.1,553.16,2388.02,9051.3,0.0373,167
1,76,242,643.22,1584.47,1402.37,552.7,2387.92,9049.95,0.033,166
1,77,242,641.85,1586.91,1400.89,552.1,2388.0,9050.94,0.032,165
1,78,242,643.07,1586.98,1401.9,552.71,2387.96,9051.19,0.037,164
1,79,242,643.22,1586.94,1400.71,552.64,2387.94,9052.22,0.0348,163
1,80,242,643.05,1587.12,1400.79,552.37,2387.95,9049.84,0.0357,162
1,81,242,643.59,1584.83,1400.36,552.48,2387.9,9051.26,0.032,161
1,82,242,642.38,1588.77,1402.08,552.23,2388.0,9050.75,0.0287,160
1,83,242,642.88,1587.7,1402.19,552.59,2387.95,9051.47,0.0309,159
1,84,242,642.56,1588.23,1401.97,552.61,2387.84,9050.82,0.0385,158
1,85,242,643.07,1587.76,1402.44,553.01,2388.02,9050.1,0.0294,157
1,86,242,642.23,1586.57,1401.9,552.41,2387.84,9049.93,0.0309,156
1,87,242,643.26,1588.84,1403.43,552.31,2387.96,9051.97,0.0319,155
1,88,242,643.07,1588.38,1401.13,552.79,2387.91,9051.36,0.0308,154
1,89,242,642.63,1585.02,1402.04,553.03,2387.86,9053.41,0.0381,153
1,90,242,642.78,1587.76,1401.92,552.77,2387.94,9052.19,0.0352,152
1,91,242,642.94,1588.18,1401.73,551.81,2387.95,9050.34,0.0335,151
1,92,242,642.84,1588.63,1403.55,552.59,2387.94,9050.99,0.034,150
1,93,242,642.91,1587.36,1401.83,552.08,2387.88,9052.13,0.0316,149
1,94,242,642.77,1586.1,1403.52,551.95,2387.93,9051.83,0.0389,148
1,95,242,643.0,1586.93,1400.9,551.33,2387.91,9052.08,0.0366,147
1,96,242,642.5,1589.39,1401.73,551.88,2387.86,9051.62,0.031,146
1,97,242,643.12,1588.73,1403.41,552.18,2387.83,9051.71,0.0325,145
1,98,242,642.72,1586.65,1400.74,551.94,2387.95,9053.22,0.0342,144
1,99,242,643.62,1587.89,1401.03,552.3,2387.9,9052.95,0.0316,143
1,100,242,644.33,1590.34,1402.56,551.98,2387.85,9051.79,0.0359,142
1,101,242,643.45,1588.16,1403.91,552.09,2387.87,9052.47,0.0318,141
1,102,242,643.41,1588.62,1401.42,551.52,2387.93,9052.47,0.0375,140
1,103,242,643.98,1589.19,1403.87,552.13,2387.86,9051.09,0.0354,139
1,104,242,643.22,1590.38,1403.5,552.09,2387.92,9052.24,0.0383,138
1,105,242,642.75,1590.19,1402.45,552.29,2387.93,9051.44,0.0406,137
1,106,242,643.24,1588.48,1403.16,552.03,2387.87,9051.02,0.0376,136
1,107,242,644.32,1585.64,1403.77,552.24,2387.8,9051.66,0.0353,135
1,108,242,644.18,1590.39,1404.09,551.93,2387.93,9052.03,0.0426,134
1,109,242,643.41,1588.34,1404.74,551.87,2387.82,9051.44,0.0361,133
1,110,242,643.84,1589.12,1405.24,552.21,2387.87,9053.1,0.0376,132
1,111,242,642.79,1588.13,1403.37,551.76,2387.9,9052.07,0.0416,131
1,112,242,644.16,1589.25,1403.8,551.28,2387.85,9051.34,0.0401,130
1,113,242,643.69,1589.77,1402.94,552.47,2387.79,9051.32,0.0449,129
1,114,242,643.34,1588.45,1405.51,552.05,2387.82,9052.44,0.0461,128
1,115,242,643.93,1591.21,1404.23,552.01,2387.85,9052.34,0.0414,127
1,116,242,643.98,1589.42,1403.68,551.62,2387.85,9051.5,0.0487,126
1,117,242,643.42,1589.42,1402.9,551.87,2387.83,9051.75,0.0431,125
1,118,242,644.07,1589.86,1403.11,552.32,2387.85,9051.58,0.0457,124
1,119,242,643.44,1593.33,1403.85,551.94,2387.73,9051.62,0.0458,123
1,120,242,643.94,1592.58,1404.28,551.65,2387.91,9053.27,0.0415,122
1,121,242,643.41,1587.38,1403.52,551.23,2387.96,9052.16,0.0404,121
1,122,242,643.28,1590.0,1403.39,552.08,2387.83,9052.65,0.0423,120
1,123,242,644.23,1589.87,1404.66,552.02,2387.84,9052.53,0.0402,119
1,124,242,643.84,1591.19,1402.76,551.76,2387.83,9052.65,0.0414,118
1,125,242,643.8,1591.33,1404.09,551.33,2387.84,9053.16,0.04,117
1,126,242,644.25,1593.71,1404.71,550.94,2387.82,9051.57,0.0535,116
1,127,242,644.95,1590.01,1402.34,551.16,2387.8,9051.67,0.0442,115
1,128,242,644.02,1591.06,1404.64,551.11,2387.76,9052.99,0.0428,114
1,129,242,644.49,1591.06,1406.19,551.62,2387.85,9053.1,0.0455,113
1,130,242,644.86,1590.66,1405.08,551.26,2387.78,9052.24,0.0432,112
1,131,242,643.83,1591.93,1405.6,551.29,2387.8,9053.0,0.0433,111
1,132,242,644.59,1592.11,1403.04,551.2,2387.75,9052.89,0.0441,110
1,133,242,644.26,1591.04,1404.51,551.59,2387.81,9052.72,0.0448,109
1,134,242,644.51,1592.13,1404.36,551.16,2387.87,9052.86,0.0525,108
1,135,242,644.8,1593.72,1404.42,551.15,2387.76,9054.11,0.0454,107
1,136,242,644.68,1592.57,1405.02,551.56,2387.78,9053.96,0.046,106
1,137,242,644.14,1592.74,1405.54,551.21,2387.75,9054.52,0.0445,105
1,138,242,644.0,1593.11,1406.01,551.22,2387.75,9053.84,0.0534,104
1,139,242,645.52,1590.1,1404.94,550.94,2387.85,9051.81,0.0502,103
1,140,242,644.45,1594.17,1406.75,551.16,2387.68,9053.2,0.0476,102
1,141,242,644.06,1593.7,1404.18,551.61,2387.85,9053.39,0.0504,101
1,142,242,644.6,1593.51,1406.72,551.07,2387.78,9053.28,0.0511,100
1,143,242,644.74,1591.45,1405.64,550.84,2387.72,9052.97,0.0503,99
1,144,242,644.4,1592.09,1406.71,551.12,2387.7,9054.08,0.0509,98
1,145,242,645.44,1594.44,1404.45,551.15,2387.8,9054.28,0.0499,97
1,146,242,645.76,1593.68,1407.7,551.27,2387.76,9053.54,0.0512,96
1,147,242,644.75,1591.56,1406.6,551.3,2387.72,9055.52,0.047,95
1,148,242,645.3,1595.14,1405.92,550.74,2387.78,9054.42,0.0461,94
1,149,242,644.59,1593.24,1404.96,550.62,2387.66,9053.87,0.0515,93
1,150,242,645.11,1593.27,1406.74,550.85,2387.77,9054.8,0.0552,92
1,151,242,646.25,1593.92,1408.71,550.82,2387.71,9053.99,0.0579,91
1,152,242,645.71,1594.35,1407.49,550.28,2387.63,9055.19,0.0534,90
1,153,242,645.4,1592.89,1408.06,550.17,2387.64,9055.39,0.0463,89
1,154,242,645.3,1593.75,1406.0,550.54,2387.66,9055.52,0.06,88
1,155,242,644.92,1594.34,1405.56,550.88,2387.75,9054.3,0.0551,87
1,156,242,645.2,1592.19,1408.24,550.3,2387.66,9054.46,0.0584,86
1,157,242,645.04,1591.92,1406.15,550.62,2387.8,9053.75,0.052,85
1,158,242,644.72,1592.43,1408.13,550.9,2387.7,9054.37,0.0617,84
1,159,242,645.44,1595.83,1406.68,550.43,2387.62,9055.2,0.0573,83
1,160,242,645.06,1593.6,1408.7,550.98,2387.67,9054.88,0.0584,82
1,161,242,645.53,1592.78,1407.73,549.72,2387.64,9055.25,0.0594,81
1,162,242,645.19,1594.38,1406.91,550.28,2387.67,9055.43,0.0565,80
1,163,242,645.71,1595.67,1407.72,550.2,2387.67,9055.56,0.0611,79
1,164,242,646.34,1594.01,1407.25,549.75,2387.71,9054.86,0.0596,78
1,165,242,645.42,1594.94,1408.85,550.41,2387.65,9055.7,0.0618,77
1,166,242,645.55,1593.71,1407.05,549.76,2387.71,9056.17,0.0647,76
1,167,242,644.95,1596.9,1409.95,550.46,2387.54,9056.54,0.0605,75
1,168,242,645.72,1596.29,1407.12,550.09,2387.72,9055.81,0.061,74
1,169,242,645.89,1594.48,1408.04,549.56,2387.69,9053.92,0.0639,73
1,170,242,646.3,1597.62,1408.36,550.29,2387.62,9054.69,0.0664,72
1,171,242,645.92,1594.49,1407.96,549.84,2387.65,9057.23,0.0638,71
1,172,242,646.09,1599.27,1409.37,550.01,2387.6,9055.88,0.0625,70
1,173,242,646.1,1598.05,1408.12,550.05,2387.67,9055.27,0.0608,69
1,174,242,646.05,1596.06,1409.75,549.55,2387.62,9057.59,0.065,68
1,175,242,646.4,1598.16,1408.41,549.49,2387.62,9056.07,0.0594,67
1,176,242,646.37,1598.19,1408.11,549.9,2387.65,9056.37,0.0667,66
1,177,242,646.17,1595.71,1408.64,549.56,2387.59,9056.8,0.0613,65
1,178,242,646.38,1595.93,1408.49,549.86,2387.53,9056.62,0.0616,64
1,179,242,646.65,1595.5,1408.72,550.22,2387.67,9055.89,0.0674,63
1,180,242,646.91,1598.33,1409.14,549.39,2387.63,9057.05,0.0719,62
1,181,242,645.81,1596.16,1410.55,549.1,2387.64,9056.18,0.0657,61
1,182,242,646.62,1596.21,1410.36,550.03,2387.62,9056.24,0.0631,60
1,183,242,646.0,1596.38,1409.72,549.52,2387.61,9055.23,0.0722,59
1,184,242,646.93,1597.74,1408.78,549.82,2387.55,9056.55,0.0699,58
1,185,242,646.34,1597.95,1410.75,549.63,2387.6,9055.84,0.0686,57
1,186,242,646.61,1598.96,1410.39,549.4,2387.67,9056.52,0.0686,56
1,187,242,646.36,1596.76,1409.11,549.1,2387.61,9056.83,0.0709,55
1,188,242,646.84,1599.21,1411.59,548.67,2387.6,9055.12,0.071,54
1,189,242,647.81,1599.75,1410.79,549.83,2387.5,9057.27,0.0732,53
1,190,242,646.78,1598.57,1410.08,549.21,2387.56,9057.13,0.0741,52
1,191,242,646.26,1599.0,1409.77,549.23,2387.54,9057.05,0.0741,51
1,192,242,647.51,1599.35,1409.87,548.62,2387.52,9057.38,0.0702,50
1,193,242,647.46,1599.04,1409.45,549.43,2387.57,9055.88,0.0719,49
1,194,242,646.99,1601.72,1410.98,548.55,2387.55,9056.52,0.0734,48
1,195,242,646.98,1599.25,1412.04,549.41,2387.44,9057.9,0.0725,47
1,196,242,647.06,1600.68,1410.39,549.05,2387.53,9057.24,0.0793,46
1,197,242,646.9,1601.88,1409.7,549.68,2387.47,9056.82,0.0752,45
1,198,242,647.05,1600.9,1412.81,548.52,2387.51,9056.64,0.0795,44
1,199,242,647.69,1601.9,1411.59,548.64,2387.52,9056.89,0.0718,43
1,200,242,647.59,1600.31,1412.33,549.05,2387.5,9058.6,0.0786,42
1,201,242,647.85,1600.81,1412.38,548.73,2387.48,9057.86,0.0806,41
1,202,242,647.43,1601.11,1413.28,548.35,2387.35,9058.32,0.078,40
1,203,242,648.18,1601.15,1411.68,548.56,2387.51,9058.56,0.072,39
1,204,242,647.91,1601.76,1412.34,548.35,2387.51,9059.11,0.0733,38
1,205,242,647.58,1601.49,1413.35,548.5,2387.41,9058.83,0.0799,37
1,206,242,647.92,1601.81,1413.15,548.35,2387.47,9058.37,0.0779,36
1,207,242,648.01,1600.8,1412.8,548.64,2387.38,9058.76,0.0792,35
1,208,242,648.17,1603.23,1410.98,548.01,2387.41,9058.82,0.0818,34
1,209,242,648.14,1604.84,1411.95,548.63,2387.4,9059.08,0.0893,33
1,210,242,648.5,1603.01,1414.61,548.58,2387.37,9058.99,0.0784,32
1,211,242,648.07,1603.13,1412.77,548.27,2387.41,9059.25,0.0829,31
1,212,242,647.98,1604.71,1413.01,548.34,2387.47,9059.08,0.0822,30
1,213,242,648.35,1604.34,1413.78,547.73,2387.43,9059.6,0.0843,29
1,214,242,648.73,1603.61,1413.56,547.65,2387.44,9059.69,0.0878,28
1,215,242,649.17,1604.63,1414.49,547.33,2387.44,9059.31,0.0876,27
1,216,242,648.75,1604.62,1415.03,548.13,2387.4,9059.51,0.0772,26
1,217,242,648.57,1602.75,1415.25,548.07,2387.35,9059.19,0.0868,25
1,218,242,648.59,1602.34,1412.81,547.84,2387.42,9059.16,0.0895,24
1,219,242,649.12,1603.07,1414.43,547.58,2387.44,9060.73,0.0862,23
1,220,242,649.05,1605.74,1415.36,547.75,2387.42,9059.1,0.089,22
1,221,242,648.61,1605.59,1414.22,547.63,2387.38,9060.32,0.0878,21
1,222,242,649.45,1605.4,1413.92,547.23,2387.34,9060.52,0.0938,20
1,223,242,649.24,1605.11,1415.5,547.31,2387.42,9061.2,0.0931,19
1,224,242,649.25,1604.75,1415.66,547.31,2387.21,9058.22,0.0901,18
1,225,242,649.3,1605.84,1414.9,547.5,2387.3,9059.52,0.093,17
1,226,242,649.64,1604.5,1414.63,547.09,2387.21,9059.99,0.096,16
1,227,242,649.45,1605.65,1415.75,547.21,2387.21,9060.97,0.0977,15
1,228,242,649.16,1605.87,1415.58,547.4,2387.38,9061.34,0.094,14
1,229,242,649.74,1607.76,1416.31,547.24,2387.31,9060.14,0.0942,13
1,230,242,649.17,1606.83,1415.98,546.94,2387.28,9061.06,0.1023,12
1,231,242,650.08,1603.92,1416.46,547.56,2387.21,9061.22,0.0965,11
1,232,242,650.21,1607.36,1415.61,547.02,2387.26,9060.85,0.1013,10
1,233,242,649.48,1608.28,1416.29,547.09,2387.27,9061.02,0.0986,9
1,234,242,650.48,1608.3,1416.39,547.44,2387.27,9061.39,0.0968,8
1,235,242,649.77,1606.67,1416.95,547.1,2387.27,9062.36,0.0973,7
1,236,242,650.09,1606.17,1416.2,547.23,2387.22,9060.79,0.0943,6
1,237,242,649.79,1607.68,1415.97,546.71,2387.3,9060.97,0.0986,5
1,238,242,649.74,1606.77,1417.83,546.75,2387.28,9062.98,0.0966,4
1,239,242,650.42,1607.01,1418.22,546.59,2387.22,9060.78,0.1016,3
1,240,242,650.38,1610.19,1416.96,546.45,2387.26,9061.18,0.107,2
1,241,242,650.42,1609.15,1418.17,546.37,2387.23,9061.35,0.1028,1
1,242,242,650.72,1609.35,1417.93,546.12,2387.15,9062.19,0.1072,0
2,1,340,641.96,1582.31,1399.55,553.3,2388.03,9049.41,0.0233,339
2,2,340,641.84,1584.21,1398.17,553.23,2388.06,9048.94,0.0287,338
2,3,340,641.96,1586.47,1400.03,553.04,2388.02,9049.45,0.0286,337
2,4,340,641.55,1584.52,1400.47,552.85,2388.04,9050.96,0.028,336
2,5,340,641.23,1585.15,1400.93,552.6,2388.04,9050.47,0.0214,335
2,6,340,642.33,1585.33,1400.59,552.71,2388.01,9048.81,0.0182,334
2,7,340,642.06,1586.33,1400.23,552.98,2387.99,9049.34,0.0244,333
2,8,340,642.17,1584.48,1400.68,553.06,2388.02,9050.63,0.0234,332
2,9,340,642.27,1584.54,1400.31,552.8,2387.95,9050.07,0.0194,331
2,10,340,641.89,1583.08,1400.71,553.31,2387.96,9050.3,0.0277,330
2,11,340,642.37,1585.27,1400.67,552.8,2388.0,9049.68,0.0228,329
2,12,340,642.02,1585.43,1401.06,553.08,2388.03,9050.46,0.0331,328
2,13,340,641.28,1584.19,1401.34,552.89,2388.04,9050.17,0.0314,327
2,14,340,641.56,1586.49,1401.59,552.69,2388.04,9049.33,0.0252,326
2,15,340,641.91,1582.14,1400.4,553.04,2388.07,9050.44,0.032,325
2,16,340,642.05,1584.9,1399.86,552.86,2387.89,9049.86,0.0189,324
2,17,340,642.19,1583.54,1399.22,552.79,2387.99,9050.02,0.0284,323
2,18,340,641.78,1585.61,1402.49,553.1,2387.99,9049.47,0.0245,322
2,19,340,641.66,1585.36,1400.12,552.34,2388.0,9050.77,0.0239,321
2,20,340,641.76,1583.39,1398.36,553.24,2387.99,9050.56,0.0298,320
2,21,340,642.39,1584.4,1400.17,552.8,2387.96,9050.27,0.0227,319
2,22,340,641.14,1583.99,1399.77,553.44,2387.97,9050.39,0.0247,318
2,23,340,642.51,1586.45,1401.11,552.46,2388.01,9050.56,0.0264,317
2,24,340,642.28,1585.14,1399.38,552.47,2387.97,9051.91,0.0238,316
2,25,340,641.24,1585.96,1400.83,553.37,2388.02,9050.63,0.0308,315
2,26,340,641.73,1583.95,1399.08,552.9,2388.07,9050.41,0.0267,314
2,27,340,641.3,1584.26,1398.42,553.33,2388.08,9050.59,0.0223,313
2,28,340,642.63,1584.79,1398.98,552.68,2387.98,9050.08,0.0248,312
2,29,340,641.47,1586.56,1399.94,552.76,2388.05,9049.22,0.0205,311
2,30,340,642.55,1587.38,1399.67,552.96,2387.94,9050.06,0.024,310
2,31,340,642.0,1585.61,1399.1,552.86,2387.91,9049.81,0.0251,309
2,32,340,642.14,1585.42,1400.91,552.5,2387.92,9050.44,0.0193,308
2,33,340,642.12,1583.73,1401.52,553.04,2387.98,9050.93,0.0223,307
2,34,340,641.7,1583.64,1399.34,552.98,2388.02,9050.75,0.02,306
2,35,340,641.99,1583.83,1399.94,553.66,2388.01,9050.71,0.0314,305
2,36,340,642.51,1584.63,1398.98,552.94,2387.97,9049.02,0.0263,304
2,37,340,642.17,1587.31,1399.81,553.03,2387.96,9050.7,0.0252,303
2,38,340,641.6,1585.18,1400.5,553.02,2388.05,9049.08,0.0231,302
2,39,340,642.33,1584.33,1400.37,552.22,2388.13,9049.91,0.0293,301
2,40,340,641.94,1585.71,1401.51,553.29,2387.98,9050.01,0.0287,300
2,41,340,643.01,1585.46,1401.93,552.87,2388.04,9050.89,0.0245,299
2,42,340,641.79,1586.62,1399.7,552.67,2387.96,9049.75,0.0284,298
2,43,340,642.3,1586.11,1400.57,552.75,2388.03,9050.95,0.0276,297
2,44,340,642.27,1584.35,1400.39,552.68,2387.99,9048.99,0.021,296
2,45,340,642.02,1584.62,1400.31,552.88,2387.99,9050.57,0.0245,295
2,46,340,642.02,1587.04,1400.22,552.87,2387.99,9050.03,0.0239,294
2,47,340,641.71,1584.39,1401.02,552.73,2387.98,9050.64,0.0252,293
2,48,340,642.37,1583.47,1400.12,552.94,2387.99,9049.0,0.0297,292
2,49,340,641.78,1585.74,1400.26,553.21,2388.1,9049.27,0.0242,291
2,50,340,642.2,1584.03,1400.97,553.16,2388.02,9050.34,0.0303,290
2,51,340,641.67,1585.45,1399.61,553.17,2387.9,9050.17,0.0272,289
2,52,340,641.76,1584.63,1400.3,553.18,2387.94,9049.59,0.0297,288
2,53,340,642.03,1584.47,1400.96,552.74,2388.04,9049.74,0.0259,287
2,54,340,642.53,1585.15,1400.99,552.87,2388.09,9051.31,0.0224,286
2,55,340,642.36,1584.46,1400.5,552.9,2387.93,9050.96,0.0271,285
2,56,340,642.05,1584.93,1400.47,553.0,2387.98,9048.24,0.0266,284
2,57,340,641.59,1585.22,1399.09,552.45,2388.05,9050.01,0.0254,283
2,58,340,642.37,1585.05,1402.26,552.79,2388.0,9050.92,0.0314,282
2,59,340,641.88,1585.01,1401.53,553.11,2388.04,9049.3,0.0313,281
2,60,340,641.88,1585.76,1400.26,552.59,2387.91,9049.04,0.0271,280
2,61,340,641.58,1584.19,1400.21,552.06,2388.02,9048.59,0.0266,279
2,62,340,642.21,1586.21,1400.39,553.45,2387.99,9051.02,0.0247,278
2,63,340,642.26,1587.45,1400.23,552.9,2388.03,9049.77,0.0205,277
2,64,340,642.32,1586.8,1399.24,553.04,2388.01,9048.71,0.0242,276
2,65,340,642.06,1585.41,1399.8,552.59,2388.06,9050.24,0.025,275
2,66,340,642.21,1586.3,1400.54,552.76,2387.95,9049.86,0.0254,274
2,67,340,642.37,1584.48,1400.86,553.24,2387.99,9050.08,0.0234,273
2,68,340,642.88,1584.29,1401.29,553.0,2387.96,9050.16,0.0218,272
2,69,340,642.39,1586.46,1399.56,552.76,2387.98,9050.77,0.0274,271
2,70,340,641.61,1585.11,1400.76,553.05,2387.94,9051.9,0.0218,270
2,71,340,642.05,1585.67,1400.39,552.42,2388.0,9050.64,0.0277,269
2,72,340,642.41,1585.28,1399.14,552.57,2387.98,9050.51,0.0278,268
2,73,340,642.51,1585.12,1400.63,552.95,2387.97,9049.54,0.0248,267
2,74,340,642.63,1587.51,1401.69,552.84,2387.91,9050.41,0.0325,266
2,75,340,642.55,1585.61,1401.21,552.39,2387.94,9049.67,0.0293,265
2,76,340,642.6,1585.7,1399.88,552.75,2387.95,9049.89,0.029,264
2,77,340,642.02,1584.03,1399.48,552.27,2387.98,9050.56,0.0284,263
2,78,340,642.57,1587.37,1400.17,552.87,2387.89,9051.44,0.0244,262
2,79,340,642.06,1585.25,1399.35,552.75,2387.98,9050.35,0.0236,261
2,80,340,643.15,1586.65,1403.12,552.49,2388.01,9051.04,0.0274,260
2,81,340,642.93,1585.54,1400.44,551.68,2387.99,9049.58,0.0268,259
2,82,340,641.96,1585.61,1401.19,552.72,2388.0,9051.41,0.0274,258
2,83,340,642.19,1587.23,1401.74,552.93,2387.92,9050.84,0.0289,257
2,84,340,642.81,1585.42,1399.33,552.91,2387.84,9050.04,0.0256,256
2,85,340,641.99,1585.24,1401.95,552.94,2387.95,9051.36,0.0256,255
2,86,340,641.93,1587.2,1401.4,552.55,2387.9,9051.61,0.0237,254
2,87,340,642.18,1586.47,1402.52,552.79,2387.98,9050.2,0.0307,253
2,88,340,642.48,1584.32,1401.63,552.96,2388.0,9050.64,0.0262,252
2,89,340,641.52,1586.45,1401.92,552.96,2388.0,9050.58,0.0325,251
2,90,340,642.83,1585.78,1401.58,552.49,2387.98,9049.74,0.0256,250
2,91,340,642.89,1587.45,1401.56,552.67,2387.84,9050.61,0.0308,249
2,92,340,642.27,1585.5,1402.31,552.62,2387.98,9051.22,0.0265,248
2,93,340,642.57,1587.97,1402.68,552.64,2387.94,9050.88,0.0303,247
2,94,340,643.06,1585.22,1400.81,552.28,2387.9,9050.97,0.0322,246
2,95,340,642.25,1587.38,1402.09,553.19,2387.96,9050.28,0.0268,245
2,96,340,642.09,1587.99,1399.75,552.96,2387.91,9050.26,0.0295,244
